Census Tract,Population,Housing Units in Tract,"LI, LA - 1 mile radius","LI, LA - 0.5 mile radius",Low Income Tracts,Poverty Rate (%),Median Family Income,LA - 1 mile radius,LA - 0.5 mile radius,"LA,LI - 0.5 mile radius","LA - Kids population, 0.5 mile radius","LA - Senior population, 0.5 mile radius","LA - Kids population, 1 mile radius","LA - Senior population, 1 mile radius","LA - Housing Units w/ Snap Benefits, 0.5 mile radius","LA - Housing Units w/ Snap Benefits, 1 mile radius",Total Count of Housing w/ Snap Benefits
42101028901,3857,1166,0,0,1,30.4891423557798,45323.0,0,0,227.09516787529,150.41476726532,26.4932669401169,,,55.3034988045692,,476
42101028902,6315,1843,0,1,1,38.3387947000997,32647.0,0,1,492.703926086426,269.233157932758,39.9130011424422,,,105.498377308249,,814
42101029000,6160,2003,0,0,1,39.2004996876952,38173.0,0,0,,,,,,,,945
42101029100,4685,1526,0,0,1,39.6790808240887,30549.0,0,0,,,,,,,,598
42101029200,4080,1313,0,0,1,11.4637430275053,53723.0,0,0,85.4755039215088,55.8438405990601,11.6021161079407,,,17.2896296977997,,459
42101029300,2891,997,0,0,1,53.5470668485675,31484.0,0,0,204.662117958069,89.9373111724854,18.9619015604258,,,58.3113652467728,,493
42101029400,3141,1071,0,1,1,49.8277232971111,20972.0,0,1,1235.29302249942,435.601235709444,130.081894400064,,,219.979958895186,,485
42101029800,4715,1772,0,0,1,36.4677907479464,31757.0,0,0,0.804213464260101,0.403732299804688,0.0354151129722595,,,0.147992417216301,,751
42101029900,4700,1544,0,1,1,45.334636052760104,24974.0,0,1,724.069747328758,429.566846042871,53.1506696082652,,,169.862975142896,,713
42101030000,7478,2616,0,1,1,39.1695397991306,31250.0,0,1,4216.84266266227,1961.35714752506,525.900055482518,,,1184.76037600357,,1228
42101030100,5869,2153,0,1,1,42.4496937882765,31763.0,0,1,1822.50068348646,728.657222181559,102.329180885106,,,482.16746814549,,1087
42101030200,7345,2491,0,1,1,19.9295534598341,70898.0,0,1,1171.30463309027,545.088603654644,113.561191903078,,,140.303152443666,,559
42101030501,5231,1772,0,0,1,27.4333217873225,40517.0,0,0,183.804974555969,57.2285051345825,16.4263219833374,,,35.7290061712265,,744
42101030502,5839,1954,0,1,1,32.132217335792305,46537.0,0,1,1391.52633453711,884.29458983762,196.384648125656,,,232.945069569074,,494
42101030600,7115,2686,0,1,1,8.21309655937847,68182.0,0,1,681.496434635483,622.282565750182,215.983412561007,,,226.605660228059,,681
42101030700,3235,1333,0,0,1,25.4485363550519,56440.0,0,0,,,,,,,,371
42101030800,4874,1717,0,0,1,9.72972972972973,59850.0,0,0,,,,,,,,248
42101030900,3991,1345,0,0,1,20.863802559415,44510.0,0,0,,,,,,,,320
42101031000,6755,2174,0,0,1,16.6115593175506,43955.0,0,0,,,,,,,,507
42101031101,4898,1574,0,0,1,28.563380281690097,42222.0,0,0,,,,,,,,624
42101031102,4465,1419,0,0,1,13.850973372118998,44649.0,0,0,,,,,,,,487
42101031200,4673,1592,0,0,1,26.2254025044723,35775.0,0,0,,,,,,,,580
42101031300,6945,2268,0,0,1,28.840448858506402,42204.0,0,0,,,,,,,,828
42101031401,6664,2118,0,0,1,29.6868417357113,36938.0,0,0,,,,,,,,692
42101031402,5595,1834,0,0,1,25.391480047145997,40750.0,0,0,,,,,,,,483
42101031501,6217,2294,0,1,1,11.899482631189901,59388.0,0,1,344.078683882952,164.090222761035,93.1282716095448,,,70.2843850404024,,465
42101031502,4018,1538,0,0,1,25.0,43729.0,0,0,,,,,,,,290
42101031600,6045,2170,0,0,1,20.1393497013935,48563.0,0,0,121.769364833832,114.551828861237,22.9637566208839,,,21.7925333380699,,427
42101031700,6093,2240,0,1,1,12.5336202259279,58323.0,0,1,1050.8662176393,780.646553631872,315.927264420781,,,263.019560997374,,561
42101031800,4017,1438,0,0,1,29.095643939393902,45647.0,0,0,29.9424671195447,13.5467390716076,5.44434123393148,,,5.27147533278912,,455
42101031900,4971,1716,0,1,1,20.4808050689527,50385.0,0,1,1533.33871808396,1245.58548839478,309.106179354085,,,424.390677184001,,562
42101032000,6599,2490,0,1,1,14.231204070096101,54784.0,0,1,585.669727683067,372.60324499011,147.472252219915,,,137.346543431282,,665
42101032100,3903,1447,0,1,1,29.5945350374614,43856.0,0,1,761.083545729518,369.968472056091,136.469825675711,,,190.600505143404,,586
42101032300,3835,1451,0,1,1,15.985997666277699,46250.0,0,1,1604.13465457823,991.395510216489,291.335975789504,,,379.518898443159,,401
42101032500,5766,2216,0,0,1,28.463237614389396,61628.0,0,0,263.438500314951,102.159701526165,28.6306389570236,,,32.044426292181,,508
42101032600,6942,2534,0,0,1,21.0170408439275,54931.0,0,0,86.5336434841156,45.8432239890099,8.43933308124542,,,8.53541535139084,,468
42101032900,4089,1725,0,1,1,23.3676975945017,46182.0,0,1,891.314027775545,396.9675832754,274.401308942121,,,213.626087245764,,404
42101033000,7645,2708,0,0,1,32.9080005103994,43639.0,0,0,53.8054700624198,20.4014644864947,3.74657681118697,,,10.0317947724834,,777
42101033101,4913,1870,0,0,0,12.608158220024702,73083.0,0,1,1255.92775169504,1067.21889137656,494.096705306518,,,221.879891841569,,223
42101033102,4145,1726,0,1,1,16.8162618796199,50347.0,0,1,1986.50362560153,910.999999500811,621.000007092953,,,328.864260192961,,306
42101033200,2741,1000,0,0,0,7.23495702005731,81705.0,0,0,27.658592402935,52.3525424599648,30.2494984269142,,,5.8869317099452,,79
42101033300,4244,1684,0,0,1,14.588174541698901,70982.0,0,0,52.8838005661964,20.4693485945463,37.350460767746,,,12.1787079647183,,325
42101033400,4734,1921,0,0,1,23.5523385300668,58101.0,0,0,,,,,,,,324
42101033500,3680,1388,0,1,1,29.076996652319497,49212.0,0,1,285.187306016684,142.904361124616,72.1663341317326,,,67.6404593975749,,414
42101033600,6866,2848,0,1,1,14.8464163822526,55442.0,0,1,1879.23129027896,738.784934550524,461.794824381359,,,250.095748937456,,490
42101033701,5128,2291,0,1,1,17.6647564469914,45625.0,0,1,485.044006812386,121.436775762122,111.962869575713,,,70.2532855982427,,515
42101033702,5175,1992,0,1,1,8.696521391443419,57874.0,0,1,634.734800667968,336.860100815713,282.296921913861,,,90.2632624219987,,266
42101033800,6040,2533,0,1,1,14.466754443713,66165.0,0,1,1152.39762999862,530.593175772578,695.67179386504,,,98.328615614213,,192
42101033900,2924,1243,0,0,0,19.9219921992199,76106.0,0,1,168.334814608097,135.836701869965,98.810981631279,,,46.6113417893648,,235
42101034000,2872,1072,0,0,0,10.1765316718588,94107.0,0,1,423.86298256967,500.301388189022,408.956296191143,3.84368002414703,2.87931153178215,22.951015120816,0.157699152827263,30
42101034100,5577,2498,0,0,0,4.73891273247496,95944.0,0,1,1092.79678755271,1139.60473498516,798.654137602774,44.2512792348862,37.1208991408348,206.14785051794,6.33828265219927,200
42101034200,3399,1580,1,1,1,12.5784284433821,67750.0,1,1,1064.47128539812,508.99999572814,1242.00003087707,392.949103716761,670.760523937643,121.216932240524,75.853455523029,116
42101034400,7662,2733,0,0,0,5.77753779697624,95441.0,1,1,233.521492500042,942.349574928812,768.387534357942,387.442814292386,292.419705871493,96.1378794075717,33.8006042002235,174
42101034501,3370,1827,0,0,1,24.3250765377122,41819.0,0,0,210.572894573212,60.7628378868103,103.606403827667,,,69.5533472299576,,633
42101034502,5285,2427,0,1,1,17.5708654026657,46291.0,0,1,300.444761812687,168.330782309175,127.515133731067,,,94.4725290462375,,567
42101034600,2250,1215,0,0,1,18.6234817813765,47583.0,0,0,108.042143583298,74.7360789775848,13.914691016078,,,18.0690655708313,,310
42101034701,6399,2465,0,1,1,10.0813480534573,68214.0,0,1,857.034875399164,549.111564435632,292.47109223629,,,120.399970369936,,387
42101034702,3807,1438,0,0,0,2.8927813163482,96484.0,0,1,479.61843879419,610.668594393937,594.955060831388,,,76.2367961344862,,87
42101034801,4299,1942,0,1,1,7.31158605174353,61148.0,0,1,528.921617156426,504.530121552893,430.388519629878,,,132.658372571589,,264
42101034802,5373,2178,0,1,1,15.1004304160689,60875.0,0,1,682.883148103952,383.536158874631,300.339776594192,,,98.8364994637668,,290
42101034803,4390,1731,0,0,0,5.40794733129556,82536.0,0,1,297.498756915331,292.293169826269,359.14760223031,,,57.1001921705902,,140
42101034900,5543,2159,0,1,1,15.849447513812201,57640.0,0,1,1046.28438040987,563.623674333096,266.50504639931,,,206.226078604348,,467
42101035100,4086,2344,0,0,0,13.6528685548293,73548.0,1,1,1044.56011056155,314.000007749535,1730.00000280235,52.8360501639545,578.344558626413,199.822815711377,63.0845984742045,204
42101035200,4482,1758,0,0,0,6.265895953757231,98025.0,0,1,248.022786234971,338.549234403996,322.546526589053,,,66.1435119831294,,153
42101035301,5300,1995,0,0,0,5.4507337526205495,91938.0,0,0,66.5481038540602,91.4067973941565,55.4418198317289,,,12.6931717768312,,151
42101035302,4462,1919,0,0,1,8.37879118481344,65767.0,0,0,115.231972932816,79.1788363009691,72.0677149444819,,,15.5076702199876,,196
42101035500,7282,2976,0,0,0,15.580224603072201,75750.0,0,0,57.1363792400807,28.2544698920101,21.2993360869586,,,12.7500959518366,,584
42101035601,5439,2432,0,0,0,10.2833158447009,86060.0,0,1,280.269215079024,340.091889928095,421.437439419329,,,99.4194923844188,,319
42101035602,3617,1279,0,0,0,0.887163848073191,92533.0,1,1,272.719364190008,738.999997496139,555.999998173211,230.85190648539,136.351471407805,39.5253562857397,9.58486606064253,39
42101035701,4745,1932,0,1,1,21.743527508090597,43516.0,0,1,2142.73912449181,887.80001436919,517.684206690639,,,470.491035021842,,515
42101035702,4405,1752,1,1,1,25.330132052821103,40795.0,1,1,2398.10814844817,927.999986330047,528.99998838082,256.407789791003,150.0706445463,514.235059296712,149.156138872728,457
42101035800,5948,2290,0,0,0,8.0957810718358,73229.0,0,1,985.222703188658,521.274486914277,472.922367408872,,,129.377918135375,,294
42101035900,5309,2210,0,0,0,10.4786771105309,80380.0,0,1,529.289550917223,454.132887585089,377.07146256417,,,190.226187624503,,496
42101036000,3201,1157,0,0,0,12.0867768595041,91250.0,0,0,106.46958554443,39.6214638915262,305.696126730181,,,26.0956357563846,,366
42101036100,4083,1530,0,0,0,18.4739941118744,72750.0,0,1,1162.13168418901,869.003534433505,421.637256677233,,,281.726027719062,,292
42101036201,4744,1973,0,0,0,4.59086078639745,82143.0,0,1,164.12984963879,155.57619664818,157.953563004732,,,53.4021383859217,,241
42101036202,6138,2349,0,0,0,6.72653337851576,72632.0,0,1,266.558331148699,415.246016425081,270.006646479946,,,96.5876656607725,,348
42101036203,5129,1880,0,0,0,2.84816342565311,92625.0,0,1,350.765863696579,402.832976570353,343.774931771215,,,44.6300129402662,,117
42101036301,3695,1341,0,0,0,14.330958036421201,71801.0,0,1,778.532608881593,636.711486458778,411.988950967789,,,101.872954070568,,132
42101036302,3543,1265,1,1,1,5.96026490066225,65661.0,1,1,1027.74572881934,858.527061939589,371.39787919831,235.555881977081,137.473983049393,260.776452324877,80.8663113117218,289
42101036303,6726,2470,0,0,0,5.3008377760853005,82848.0,1,1,1098.57878645137,1299.56954931468,953.222192324698,225.701720833778,154.969806730747,85.3413015976548,16.2197070270777,93
42101036400,703,66,1,1,1,44.9689440993789,58750.0,1,1,366.748333749634,2.99943751062165,326.661774166729,1.73512942868183,270.215189730618,10.1079360064095,9.31321086911248,34
42101036501,5562,2345,0,0,0,13.8363527772248,74602.0,0,1,1287.89641045083,753.498484396579,744.026857894103,38.7735360860825,30.0027323365211,292.514356665444,12.6088232919574,342
42101036502,4077,1490,0,0,0,5.01766784452297,110476.0,1,1,577.995406915434,887.05402260134,614.549536867533,502.883103482425,356.896100662649,91.2065541350457,56.240883093531,90
42101036600,1643,991,0,0,0,6.70967741935484,141917.0,0,0,21.3937972187996,14.7843580245972,21.5177729129791,,,3.90061032772064,,38
42101036700,2542,1378,0,0,0,5.86995785671282,152277.0,0,0,,,,,,,,43
42101036900,6966,680,0,1,1,49.3387004025302,85893.0,0,1,651.685852050781,43.4877185821533,5.944411277771,,,2.65949559211731,,7
42101037200,4244,1773,0,1,1,11.3169189067088,67961.0,0,1,685.518327148631,461.774509022012,663.86693308875,,,214.25299331639,,294
42101037300,5137,2362,0,0,0,4.08691153647181,94583.0,0,1,477.740002602339,344.583345174789,251.63726477325,31.0631649196148,9.0141928344965,94.4201969951391,13.0196430385113,211
42101037500,3771,1479,0,0,0,19.265306122449,105694.0,1,1,1108.92860692111,608.866411289666,335.910734234669,72.0021760500968,42.9705520756543,120.779261771953,25.3600976918824,110
42101037600,2986,1106,0,0,1,32.4404761904762,90795.0,0,0,,,,,,,,193
42101037700,5635,1351,0,0,1,46.2085308056872,45225.0,0,0,,,,,,,,449
42101037800,2504,1053,0,0,1,17.6973148901546,58534.0,0,0,145.712863616645,40.033457685262,24.4407614953816,0.0,0.0,28.3127114064991,0.0,307
42101037900,5315,2229,0,0,1,14.023172193368,71544.0,0,0,1.56847383081913,1.99608030170202,0.371350668370724,,,0.391661861911416,,288
42101038000,2375,866,0,1,1,29.2008639308855,51513.0,0,1,1069.83600110468,493.047881107777,159.120483710896,,,191.80844810314,,240
42101038100,833,289,0,0,1,33.857315598549,39167.0,0,0,116.618129595183,57.1258701316547,5.99999998486601,0.0,0.0,22.1363400549162,0.0,115
42101038200,2631,910,0,0,1,40.6933692359475,34659.0,0,0,,,,,,,,414
42101038300,4157,1024,0,1,1,51.2437810945274,22318.0,0,1,636.755816340446,22.906428232789,7.36107853055,,,9.412059687078,,447
42101038400,2437,976,0,0,0,5.3354890864996,109773.0,0,1,193.996493385173,179.43624530849,136.769355306285,1.65185356140137,1.56926095485687,25.5995344862749,0.338520765304565,79
42101038500,1888,890,0,0,0,6.70487106017192,128542.0,0,0,67.8530309461057,51.5823421031237,48.6107807015069,0.0,0.786660850048065,2.17870699748164,0.0224251728504896,21
42101038600,1320,572,0,0,0,3.5687732342007403,168750.0,0,1,43.004311643017,131.716391765571,179.731616706646,18.0296731889248,36.4646787941456,4.35037703463968,1.00231305789202,7
42101038700,2348,702,0,0,0,7.794871794871799,178125.0,1,1,213.998402257668,105.266454858165,267.382325700135,40.7393858210831,68.081200145185,0.0,0.0,0
42101038800,3718,1765,0,0,0,6.06632515502831,126299.0,0,0,93.7720094546676,70.9131590127945,102.232187010348,,,12.7367441025563,,112
42101038900,3080,1249,0,0,1,30.5929095354523,64514.0,0,0,57.1253838539124,51.0032688379288,1.09085676074028,,,0.953797161579132,,398
42101039000,8154,2629,0,0,1,38.2296918767507,34698.0,0,0,,,,,,,,1216
42101980000,601,82,0,0,0,11.2359550561798,,0,1,138.542392224073,85.9408731758595,1.96058171987534,0.0,0.0,0.0,0.0,0
42101980100,74,40,0,1,1,33.3333333333333,,0,1,24.0371241786615,7.78527338677304,14.9230119138956,0.0,2.19507440924644,19.5310345905373,0.731691490858793,4
42101980200,504,65,0,0,0,19.6969696969697,132188.0,0,1,51.7824042092616,35.0000007393246,45.1126514126663,21.2115798592567,13.1257560253143,1.03426479861537,0.504533615196124,1
42101980300,2,1,0,0,0,0.0,,0,1,0.0,0.0,0.0,,,0.0,,0
42101980700,5,1,0,0,0,0.0,,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42101980800,6,4,0,0,0,0.0,,0,1,0.0,0.0,1.7456565760076,,,0.0,,0
42101980900,30,19,0,0,0,0.0,,1,1,0.0,4.32731504365802,1.1480614246102,3.94685262441635,0.00828953552991152,0.0,0.0,0
42101989100,7765,0,1,1,1,82.0,,1,1,6367.25102412514,146.0000009879,90.9999979871791,40.7114498994779,23.084977483144,0.0,0.0,0
